name,AngelList_website,tagline
Watcheezy,https://angel.co/company/watcheezy,Watcheezy increases by 46% the conversion rate when industry average is 15%
Publish2,https://angel.co/company/publish2,
A&G Pharmaceutical,https://angel.co/company/a-g-pharmaceutical,
Johanson3,https://angel.co/company/johanson3,Carrying payload and commuting made simple
Pie.io,https://angel.co/company/pie-mapping,Integrated commercial fleet software and routing.
Talmundo,https://angel.co/company/talmundo,Employee onboarding made simple_
Goodbox,https://angel.co/company/goodbox-1,Buy directly from businesses. Enabling commerce on app.
RevelHMI,https://angel.co/company/revelhmi,"RevelHMI develops high-performance haptic systems for mobile devices, VR and smartwatches"
Fanattac,https://angel.co/company/fanattac-1,Fan-alytics
Hermo,https://angel.co/company/hermo,
Anacail,https://angel.co/company/anacail,
BNQT Media Group,https://angel.co/company/bnqt-media-group,Action sports and lifestyle media company (acquired by USA Today)
Taptera,https://angel.co/company/taptera-1,"We make fast, beautiful, and secure apps for the enterprise"
Sensus by Canopy,https://angel.co/company/sensus-by-canopy,World's First Touch-Sensitive Mobile Case
Showuhow,https://angel.co/company/showuhow,
Piwik PRO,https://angel.co/company/piwik-pro,Enterprise Analytics and Customer Data Platform
PlayMyAd,https://angel.co/company/playmyad-1,"Advertising, Analtytics &  Publishing Platform for Location Based TV"
ModernAdvisor,https://angel.co/company/modernadvisor,Software-based Investment Management
Genbook,https://angel.co/company/genbook,"Easy, elegant online scheduling platform"
TruBeacon,https://angel.co/company/trubeacon,software for cloud based POS systems
Shared Spectrum,https://angel.co/company/shared-spectrum,
eDreams Edusoft,https://angel.co/company/edreams-edusoft,
Bnbsitter,https://angel.co/company/bnbsitter,On-Demand Services for Vacation Rentals
Electro-Petroleum,https://angel.co/company/electro-petroleum,
ReadyDock,https://angel.co/company/readydock,
Shakr Media,https://angel.co/company/shakr-media-1,
Techne,https://angel.co/company/techne-corp,Farm to Table precious commodities from SubSahara Africa 
Byte Academy,https://angel.co/company/byteacademy,FinTech Programming Bootcamp
Sirqul,https://angel.co/company/sirqul-1,IoT Platform
Apsiyon.com,https://angel.co/company/apsiyon-com,
AbCelex Technologies,https://angel.co/company/abcelex-technologies,Biotechnology
ekWateur,https://angel.co/company/ekwateur,
Cantimer,https://angel.co/company/cantimer,
Adalta,https://angel.co/company/adalta,
Bizimply,https://angel.co/company/bizimply,A people mangement solution for service industries that works.
rudder.com,https://angel.co/company/rudder-com,
Studyplaces,https://angel.co/company/studyplaces,
babystep.tv,https://angel.co/company/babysteptv,Parenting content subscriptions
neoScores®,https://angel.co/company/neoscores,"We built Gustaf, a marketplace for digital sheet music"
Celsense,https://angel.co/company/celsense,
Flashback Technologies,https://angel.co/company/flashback-technologies,
Pure Clinics,https://angel.co/company/pure-health-technologies-and-clinics,Preventative healthcare for chronic illness.
Softwear Automation,https://angel.co/company/softwear-automation,Changing the textile industry and bring manufacturing jobs to the US
Dial-Once,https://angel.co/company/dial-once,What if your customers actually enjoyed calling you ?
TicketSauce.com,https://angel.co/company/ticketsauce-com,Event and Ticketing Software
Wine Gallery,https://angel.co/company/thewinegallery-com-au,Your Personalised Playlist of Monthly Wine.
PhageTech,https://angel.co/company/phagetech,
Contentsphere America,https://angel.co/company/contentsphere-america,Next generation Product Information Management (PIM)
Shoppable,https://angel.co/company/shoppable,"We make sites, videos, ads, & apps Shoppable®  via patented checkout technology "
DailyWorth,https://angel.co/company/dailyworth,Financial media for women
Heirloom Computing,https://angel.co/company/heirloom-computing-1,Legacy Modernization Platform as a Service
RidePal,https://angel.co/company/ridepal,Why are you still driving to work?
addAshop.com,https://angel.co/company/addashop-com,From Bozo to Bezos in just 5 minutes!
DuckDuckGo,https://angel.co/company/duckduckgo,The search engine that doesn't track you.
Buffer,https://angel.co/company/buffer,"Intuitive, streamlined social media management"
Fantasy Shopper,https://angel.co/company/fantasy-shopper,Social Shopping Game
Soldsie,https://angel.co/company/soldsie,Social Shopping Platform
Fuel Powered,https://angel.co/company/fuel-2,Producer Operated Live ops Platform for mobile games
Canvas Networks,https://angel.co/company/canvas-networks,
Clearpath Immigration,https://angel.co/company/clearpath-immigration,TurboTax for Immigration filings
Hashable,https://angel.co/company/hashable,
Effective Measure,https://angel.co/company/effective-measure,
Frequency,https://angel.co/company/frequency,Watch video from everywhere on the web on any device.
VYou,https://angel.co/company/vyou,
Shelby.TV,https://angel.co/company/shelby-tv,Social video discovery.
Waterfall,https://angel.co/company/waterfall-3,SaaS for mobile and social
DroneBase,https://angel.co/company/dronebase,On-demand marketplace for drone services
Ripple.co,https://angel.co/company/ripple-co,
Miso Media,https://angel.co/company/miso-media,Provide the optimal user experience for music education using today’s emerging technology
CMP.LY,https://angel.co/company/cmp-ly,"Providing Social Media Measurement, Management, Monitoring & Disclosure Solutions"
fanatix,https://angel.co/company/fanatix,Social for Sports
PerBlue,https://angel.co/company/perblue,Mobile games
BoardProspects,https://angel.co/company/boardprospects-1,The online boardroom community
Pipewise,https://angel.co/company/pipewise,
Marketcetera,https://angel.co/company/marketcetera,
Quarterly,https://angel.co/company/quarterly,Influencer driven subscription commerce
AppMesh,https://angel.co/company/appmesh,We're building the future of business apps for mobile.
Variable,https://angel.co/company/variable,Professional IoT Platform
HighlightCam,https://angel.co/company/highlightcam,Automatically edits videos and images on your phone
Pact,https://angel.co/company/pact-1,"Fresh Coffee, That Tastes Better, Everyday"
YEKRA,https://angel.co/company/yekra,Decentralized digital distribution for film.
Nuve,https://angel.co/company/nuve,Revolutionizing Asset Protection in an Internet of Things World
NanoRacks,https://angel.co/company/nanoracks,Commercial and affordable use of outer space
InternMatch,https://angel.co/company/internmatch-1,
Other Machine Company,https://angel.co/company/other-machine-company,We build machines that transform digital designs into products.
Ripio,https://angel.co/company/ripio,The future of financial  services in Emerging Markets
Korbit,https://angel.co/company/korbit,Korean bitcoin exchange & global payments network 
Natero,https://angel.co/company/natero-1,Data driven customer success platform.
italki,https://angel.co/company/italki,Airbnb + community for language teachers and students
TalkLocal,https://angel.co/company/talklocal,A Match.com for local search- connecting consumers to matching pros by phone in seconds.
Tales2go,https://angel.co/company/tales2go,Your partner in the fight for better literacy.
Paper Battery Company,https://angel.co/company/paper-battery-company,NextGen supercapacitors that can scale energy voltage and power in unique form factors
Three Rings,https://angel.co/company/three-rings,
Platial,https://angel.co/company/platial,
MashLogic,https://angel.co/company/mashlogic,
Corduro,https://angel.co/company/corduro,Innovating Commerce Engagement 
Sailogy,https://angel.co/company/sailogy,Market Place for Yacht Chartering
NuORDER,https://angel.co/company/nuorder,
Sense.ly,https://angel.co/company/sense-ly,Taking 'Siri' to medical school
BlackSquare,https://angel.co/company/blacksquare,BlackSquare allows global wine producers to sell direct to consumer
Swarm Mobile,https://angel.co/company/swarm-mobile,(Swarm was acquired by Groupon in 2014)
Iris Mobile,https://angel.co/company/iris-mobile,
ABPathfinder,https://angel.co/company/abpathfinder-1,Data for Autism Therapy Productivity
Cratejoy,https://angel.co/company/cratejoy,Start your own subscription business
Glints,https://angel.co/company/glints,Massive Open Online Career Development: LinkedIn for Youths
NuMedii,https://angel.co/company/numedii,
Molio,https://angel.co/company/molio,
Maestro,https://angel.co/company/maestro,"White label platform for enterprise live streamers to own, engage, and monetize audiences"
Keepsafe,https://angel.co/company/keepsafe,Empower everyone to keep personal things private
Crowd Fusion,https://angel.co/company/crowd-fusion,
Whittl,https://angel.co/company/whittl,"Book appointments online, crazy fast."
Red Karaoke,https://angel.co/company/red-karaoke,The karaoke social network
Househappy,https://angel.co/company/househappy,Househappy is a global real estate search portal that makes finding a home simple and fun.
LocoMotive Labs,https://angel.co/company/locomotive-labs-1,
Start A Fire,https://angel.co/company/startafire,Get full value from your shared content
PowWow,https://angel.co/company/powwow-3,Mobilize and Transform your Enterprise Applications
ThinkCERCA,https://angel.co/company/thinkcerca-1,Teaching students critical thinking skills across every subject
yap.TV,https://angel.co/company/yap-tv,Social TV platform for content creators & distributors worldwide
Rifiniti,https://angel.co/company/rifiniti,Data-driven decisions to optimize your space and grow your business. 
Silicon Valley Data Science,https://angel.co/company/silicon-valley-data-science,Make your intelligent business data driven
ZipMatch,https://angel.co/company/zipmatch,Matchmaking for Real Estate
NuCurrent,https://angel.co/company/nucurrent,
BreezoMeter,https://angel.co/company/breezometer,BreezoMeter - Because Breathing Matters
Chargifi,https://angel.co/company/chargifi-1,Convenient power where you need it
1Huddle,https://angel.co/company/1huddle,The Fastest Way to Fire Up Your Team
Cashforce,https://angel.co/company/cashforce,"An innovative Cash & Smart Treasury Platform, focused on automation and integration"
Novel Effect,https://angel.co/company/novel-effect,Voice Driven Media and Entertainment
Exchange,https://angel.co/company/exchange-2,
Bubble Gum Interactive,https://angel.co/company/bubble-gum-interactive,Mobile Games and virtual worlds
Appcentral,https://angel.co/company/appcentral,Mobile app management (Acquired by Good Technology in October 2012)
Pollenizer Ventures,https://angel.co/company/pollenizer-ventures,"Pollenizer transforms ideas into global web businesses. We invest team, process & capital."
Indow Windows,https://angel.co/company/indow-windows,
AdECN,https://angel.co/company/adecn,
BioDigital,https://angel.co/company/biodigital,Google Earth for the Human Body
Mobilewalla,https://angel.co/company/mobilewalla,
PageFair,https://angel.co/company/pagefair,Helps web publishers measure and recover revenue lost due to adblocking.
DanceOn,https://angel.co/company/danceon,Music and pop culture programming for millennials seeking entertainment everywhere
